"AX2"	"AX3"	"AX4"	"AX5"	"DPS1"	"DPS2"	"DPS3"	"DPS4"	"DPS5"	"DVM1"	"DVM2"	"DVM4"	"DVM5"	"DVM6"
"Sro514_g158110.1"	6	0	24	29	5	3	1	5	14	3	0	6	2	11
"Sro514_g158120.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro514_g158130.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro514_g158140.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro514_g158150.1"	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"Sro514_g158160.1"	0	6	8	2	9	0	0	0	0	0	0	0	0	1
"Sro514_g158170.1"	0	0	3	4	0	0	0	0	1	0	0	0	0	3
"Sro514_g158180.1"	133	143	274	483	335	171	90	96	230	57	131	83	88	245
"Sro514_g158190.1"	0	0	0	0	0	0	0	0	0	0	0	7	0	0
"Sro515_g158200.1"	5	8	0	22	4	1	0	3	4	0	0	0	0	5
"Sro515_g158210.1"	3	1	0	0	0	0	0	0	0	0	0	0	0	0
"Sro515_g158220.1"	1	5	18	23	0	5	0	10	17	0	0	0	0	9
"Sro515_g158230.1"	3	0	0	0	12	0	0	4	0	0	0	0	0	2
"Sro515_g158240.1"	0	0	0	3	0	0	0	0	4	0	0	0	0	0
"Sro515_g158250.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro515_g158260.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"Sro515_g158270.1"	13	7	18	28	17	12	2	3	19	0	6	8	0	19
"Sro515_g158280.1"	0	4	7	3	0	3	0	0	3	0	0	1	0	0
"Sro515_g158290.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro515_g158300.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro515_g158310.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro515_g158320.1"	24	16	22	12	9	28	1	3	9	4	0	9	1	5
"Sro515_g158330.1"	4	6	5	1	4	0	0	0	0	0	0	0	0	0
"Sro515_g158340.1"	84	95	194	218	45	41	30	21	83	10	4	6	17	41
"Sro515_g158350.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro515_g158360.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"Sro515_g158370.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro515_g158380.1"	46	63	104	120	68	18	10	30	66	6	10	24	6	9
"Sro515_g158390.1"	11	7	0	18	11	0	6	19	19	0	1	5	0	32
"Sro515_g158400.1"	8	0	8	17	9	0	0	0	11	7	0	0	0	0
"Sro516_g158410.1"	17	11	31	35	11	1	12	21	23	0	9	18	11	21
"Sro516_g158420.1"	2	0	0	5	0	1	7	1	0	0	0	0	0	3
"Sro516_g158430.1"	0	2	0	3	0	0	1	0	1	0	0	0	11	0
"Sro516_g158431.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro516_g158450.1"	2	5	0	19	0	4	0	0	0	0	1	0	0	1
"Sro516_g158460.1"	181	96	389	483	173	193	74	127	193	48	75	35	24	188
"Sro516_g158470.1"	0	0	0	0	0	0	1	3	0	0	0	0	0	0
"Sro516_g158470.2"	0	0	0	8	0	0	0	0	0	0	0	0	0	0
"Sro516_g158480.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro516_g158490.1"	58	39	90	89	24	34	17	55	78	12	1	6	9	31
"Sro516_g158500.1"	29	21	26	90	35	32	17	25	40	6	9	7	8	18
"Sro516_g158510.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro516_g158520.1"	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro516_g158530.1"	18	0	0	0	0	5	0	0	6	0	0	0	0	3
"Sro516_g158540.1"	5	1	0	10	0	0	1	1	7	5	0	4	0	3
"Sro516_g158550.1"	1022	637	1556	2062	1130	922	432	636	1348	239	542	447	291	1272
"Sro516_g158560.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro516_g158570.1"	29	35	145	125	125	32	29	42	68	22	43	33	17	96
"Sro516_g158580.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro516_g158580.2"	24	16	58	33	24	38	16	4	21	19	18	0	5	11
"Sro516_g158590.1"	8	4	10	8	1	11	1	1	0	1	1	0	3	0
"Sro516_g158600.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro517_g158610.1"	245	135	291	508	206	139	99	149	309	42	61	48	42	215
"Sro517_g158620.1"	12	12	40	30	16	4	7	13	4	0	0	0	3	12
"Sro517_g158630.1"	39	30	63	128	58	37	12	28	48	0	5	2	3	34
"Sro517_g158640.1"	2	0	7	12	0	0	1	5	3	1	0	0	0	2
"Sro517_g158650.1"	42	34	35	57	42	16	9	7	41	0	26	5	13	21
"Sro517_g158660.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro517_g158670.1"	0	0	0	2	0	0	3	6	0	0	3	0	0	0
"Sro517_g158680.1"	0	0	0	0	1	0	0	0	0	0	0	0	0	2
"Sro517_g158690.1"	0	0	0	2	6	0	5	0	7	0	0	0	0	1
"Sro517_g158700.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro517_g158710.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro517_g158711.1"	13	11	38	48	15	16	3	13	37	5	7	1	7	12
"Sro517_g158720.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro517_g158721.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro517_g158730.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro518_g158740.1"	5	11	35	44	13	44	8	7	41	6	29	5	0	12
"Sro518_g158750.1"	104	27	121	155	99	46	24	44	90	4	18	34	18	53
"Sro518_g158760.1"	67	31	145	93	82	75	13	46	71	9	18	28	5	56
"Sro518_g158770.1"	4	9	17	8	5	6	10	4	3	0	0	0	0	8
"Sro518_g158780.1"	14	6	36	26	3	32	5	15	22	2	3	3	0	32
"Sro518_g158790.1"	411	254	550	886	390	322	210	283	594	38	220	156	99	406
"Sro518_g158800.1"	6	0	10	10	4	3	1	10	0	0	7	0	0	2
"Sro518_g158810.1"	18	5	28	32	20	21	4	6	17	0	3	0	2	12
"Sro518_g158820.1"	0	3	10	4	0	1	0	0	0	0	0	0	0	0
"Sro518_g158830.1"	24	15	25	42	22	30	6	13	27	0	10	4	4	4
"Sro518_g158840.1"	5	7	10	14	7	10	2	13	14	0	0	1	0	17
"Sro518_g158850.1"	64	57	82	122	87	61	19	38	73	20	14	9	3	92
"Sro518_g158860.1"	98	171	277	490	266	233	86	208	122	63	69	57	39	351
"Sro518_g158870.1"	22	18	28	70	49	32	25	29	44	19	31	3	19	75
"Sro518_g158880.1"	1	2	2	11	0	1	0	0	9	4	0	2	0	0
"Sro518_g158890.1"	16	8	26	18	21	14	2	12	2	0	7	1	0	10
"Sro518_g158900.1"	37	26	45	57	52	37	11	8	41	2	7	9	5	23
"Sro519_g158910.1"	7	4	7	21	3	10	2	3	6	9	7	0	2	8
"Sro519_g158920.1"	6	3	2	21	6	5	0	4	8	0	4	0	1	8
"Sro519_g158930.1"	106	59	114	96	35	33	10	32	29	2	18	10	13	39
"Sro519_g158940.1"	1	3	10	39	0	9	6	0	4	3	4	0	0	5
"Sro519_g158950.1"	8	9	36	32	43	8	2	5	14	0	0	4	6	24
"Sro519_g158960.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro519_g158970.1"	23	13	30	23	17	23	17	16	12	0	0	2	2	9
"Sro519_g158980.1"	1	0	4	2	0	0	2	0	0	0	15	0	0	0
"Sro519_g158990.1"	5	8	32	23	7	1	10	10	16	4	1	0	5	8
"Sro519_g159000.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro519_g159010.1"	0	0	0	3	0	0	0	0	1	0	0	0	0	0
"Sro519_g159020.1"	9	4	5	10	0	8	1	2	0	0	1	0	0	7
"Sro519_g159030.1"	61	47	53	199	123	61	74	50	93	17	40	21	22	140
"Sro519_g159040.1"	0	0	0	5	0	0	0	0	0	0	0	0	0	1
"Sro519_g159050.1"	2	0	0	4	0	0	0	1	0	0	0	0	2	2
"Sro519_g159060.1"	34	28	63	98	40	31	15	34	41	18	14	11	14	99
"Sro51_chlor_g029340.1"	22926	13607	38781	54059	34809	23135	11837	16255	36363	4876	16004	5724	4377	22394
"Sro51_chlor_g029350.1"	19	32	87	115	73	56	31	20	75	11	20	19	14	141
"Sro51_chlor_g029360.1"	11	1	10	77	15	12	4	17	31	4	8	8	0	20
"Sro51_chlor_g029370.1"	99	77	221	512	134	154	83	91	231	37	98	48	64	323
"Sro51_chlor_g029380.1"	160	125	415	569	192	186	76	170	246	62	133	56	58	509
"Sro51_chlor_g029390.1"	3721	2688	7763	9619	9761	4019	1775	3282	4519	1175	2340	1043	853	7816
"Sro51_chlor_g029400.1"	1	0	0	0	0	1	1	0	0	0	0	0	0	1
"Sro51_chlor_g029410.1"	513	310	1009	1311	558	469	267	330	651	144	306	108	137	1506
"Sro51_chlor_g029420.1"	0	2	25	29	10	19	8	9	12	4	3	2	0	20
"Sro51_chlor_g029430.1"	399	247	710	1164	494	398	177	252	561	104	205	180	84	822
"Sro51_chlor_g029440.1"	109	56	145	270	170	74	36	57	128	37	32	28	21	178
"Sro51_chlor_g029450.1"	374	256	587	1376	1086	458	253	355	735	157	211	222	111	1337
"Sro51_chlor_g029460.1"	3086	2199	6468	12800	12158	3985	2070	3471	6344	979	1969	1683	925	6250
"Sro51_chlor_g029470.1"	391	254	744	1421	454	516	259	367	742	120	234	160	132	1773
"Sro51_chlor_g029480.1"	351	191	627	944	260	291	155	258	561	105	151	108	67	1182
"Sro51_chlor_g029490.1"	149	125	309	638	181	160	106	102	270	39	104	71	37	611
"Sro51_chlor_g029500.1"	583	442	1300	2543	641	622	422	575	1221	162	396	304	174	2848
"Sro51_chlor_g029510.1"	91	68	191	282	139	98	36	64	133	25	17	40	36	403
"Sro51_chlor_g029520.1"	86	73	221	291	87	98	48	64	122	33	31	35	18	307
"Sro51_chlor_g029530.1"	136	93	347	522	205	202	94	139	306	42	102	72	44	800
"Sro51_chlor_g029540.1"	211	161	566	853	234	236	177	174	412	44	90	49	87	822
"Sro51_chlor_g029550.1"	143	87	251	518	128	143	87	111	254	44	79	53	42	464
"Sro51_chlor_g029560.1"	18	21	74	108	31	17	12	14	64	0	25	20	2	97
"Sro51_chlor_g029570.1"	46	35	58	175	69	54	28	49	57	25	24	20	25	244
"Sro51_chlor_g029580.1"	189	119	346	693	202	227	108	151	286	52	81	71	61	636
"Sro51_chlor_g029590.1"	54	54	135	232	131	75	44	59	99	18	44	20	17	242
"Sro51_chlor_g029600.1"	198	148	359	836	221	233	143	190	412	63	134	89	75	856
"Sro51_chlor_g029610.1"	87	57	190	335	96	78	64	49	156	21	23	26	23	314
"Sro51_chlor_g029620.1"	178	93	444	778	187	169	131	149	325	62	60	53	33	772
"Sro51_chlor_g029630.1"	111	103	241	358	87	105	87	74	245	35	46	29	35	357
"Sro51_chlor_g029640.1"	108	51	192	295	105	47	63	74	146	31	58	18	24	294
"Sro51_chlor_g029650.1"	392	208	758	1376	277	306	246	299	703	98	181	141	137	1235
"Sro51_chlor_g029660.1"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Sro51_chlor_g029670.1"	82	41	209	388	90	81	71	85	166	57	73	39	36	348
"Sro51_chlor_g029680.1"	49	29	124	164	52	42	27	18	82	10	20	17	10	126
"Sro51_chlor_g029690.1"	267	127	455	726	230	210	94	153	339	61	97	100	89	577
"Sro51_chlor_g029700.1"	136	111	378	667	156	181	112	110	271	48	102	80	58	556
"Sro51_chlor_g029710.1"	185	125	320	664	193	184	110	153	408	50	112	54	54	497
"Sro51_chlor_g029720.1"	79	36	88	187	69	77	37	57	71	23	35	28	18	172
"Sro51_chlor_g029730.1"	51	56	135	280	125	67	59	90	122	18	58	31	25	205
"Sro51_chlor_g029740.1"	162	74	350	443	186	164	101	138	301	33	93	33	27	380
"Sro51_chlor_g029750.1"	2603	1443	4761	6445	2427	2000	1202	1894	3298	451	1405	770	547	3764
"Sro51_chlor_g029760.1"	279	113	543	453	232	141	105	114	218	40	100	55	13	272
"Sro51_chlor_g029770.1"	10	4	29	39	11	32	23	21	49	4	8	5	3	67
"Sro51_chlor_g029780.1"	23	15	28	119	41	38	20	27	93	22	31	4	26	105
"Sro51_chlor_g029790.1"	26	16	51	87	36	35	22	30	59	4	17	14	11	130
"Sro51_chlor_g029800.1"	9	10	20	13	7	6	3	10	36	3	5	3	0	17
"Sro51_chlor_g029810.1"	125	90	171	470	244	139	66	69	181	38	75	24	22	389
"Sro51_chlor_g029820.1"	131	129	330	580	299	137	65	128	264	28	115	47	21	516
"Sro51_chlor_g029830.1"	168	75	346	407	1515	85	63	107	284	108	83	386	37	407
"Sro51_chlor_g029840.1"	552270	375086	981688	1844661	1381557	685864	318040	487543	910631	143056	483364	190259	129607	1333748
"Sro51_chlor_g029850.1"	243	160	367	876	574	269	99	175	435	46	133	118	68	759
"Sro51_chlor_g029860.1"	876	600	1419	3071	1168	1056	510	733	1436	221	653	297	160	2638
"Sro51_chlor_g029870.1"	10	7	7	46	12	15	6	24	26	0	16	7	1	56
"Sro51_chlor_g029880.1"	1154	823	2168	4811	1807	1275	703	933	2180	311	829	494	395	4487
"Sro51_chlor_g029890.1"	26	22	45	67	32	25	15	6	52	3	5	7	12	71
"Sro51_chlor_g029900.1"	162	109	206	448	163	142	78	119	274	50	104	47	52	519
"Sro51_chlor_g029910.1"	59	26	70	101	69	50	19	8	44	11	23	4	11	84
"Sro51_chlor_g029920.1"	17	12	30	47	54	20	5	8	9	5	12	6	8	54
"Sro51_chlor_g029930.1"	274	167	440	661	602	410	183	309	326	80	243	143	88	724
"Sro51_chlor_g029940.1"	2	4	8	12	0	4	4	2	17	1	3	7	0	2
"Sro51_chlor_g029950.1"	49	41	91	210	121	99	80	61	144	13	58	9	13	268
"Sro51_chlor_g029960.1"	71	36	81	174	85	71	55	55	63	20	31	27	21	195
"Sro51_chlor_g029970.1"	273	221	682	1066	655	371	188	285	428	79	230	94	87	801
"Sro51_chlor_g029980.1"	1081	973	2150	3845	2223	1311	635	1013	1157	351	760	379	220	3774
"Sro51_chlor_g029990.1"	0	0	7	1	2	2	3	0	0	0	0	0	0	3
"Sro51_chlor_g030000.1"	276	143	423	934	373	371	228	266	535	102	197	158	99	987
"Sro51_chlor_g030020.1"	153	68	207	265	129	96	38	76	137	45	20	26	20	250
"Sro51_chlor_g030030.1"	9189	6052	14874	22765	11854	6647	3612	4345	7227	2772	5679	2715	1820	18476
"Sro51_chlor_g030040.1"	1739	1147	3268	4238	2079	1258	548	758	1274	367	1028	408	259	3789
"Sro51_chlor_g030050.1"	3928	2559	5688	10556	4274	2947	1321	1647	3372	1116	2369	1139	666	9206
"Sro51_chlor_g030060.1"	1806	1196	2913	4132	1796	1199	579	730	1313	476	974	385	211	3542
"Sro51_chlor_g030070.1"	1431	941	2375	3226	1606	863	552	632	922	451	750	321	201	2807
"Sro51_chlor_g030080.1"	4672	3161	8165	14474	5920	3757	1949	2177	5005	1385	3730	1592	892	11080
"Sro51_chlor_g030090.1"	549	303	916	1375	702	365	147	302	609	70	215	99	67	748
"Sro51_chlor_g030100.1"	1852	1008	2955	5933	2448	1496	728	1176	2799	441	1160	472	391	2652
"Sro51_chlor_g030110.1"	35352	23974	61259	112194	51880	32051	15736	22686	42716	9455	22620	10138	7482	96657
"Sro51_chlor_g030120.1"	120335	86217	208286	406813	171891	110715	54773	76729	152296	32845	88789	42080	29844	326700
"Sro51_chlor_g030130.1"	571	298	1084	1403	952	505	265	411	732	153	273	197	111	1628
"Sro51_chlor_g030140.1"	286	143	465	829	274	378	165	280	483	73	270	123	106	807
"Sro51_chlor_g030150.1"	229	93	388	707	272	352	170	237	511	83	230	82	89	817
"Sro51_chlor_g030160.1"	254	245	855	1446	471	615	298	485	1056	128	397	154	157	1918
"Sro51_chlor_g030170.1"	135	79	205	312	195	106	61	65	108	26	86	43	22	295
"Sro51_chlor_g030180.1"	55	34	119	98	79	31	24	62	54	32	29	17	8	114
"Sro51_chlor_g030190.1"	112	46	113	219	183	84	51	78	93	20	31	36	19	268
"Sro51_chlor_g030200.1"	483	347	1165	1953	800	619	311	440	925	146	351	251	146	1934
"Sro51_chlor_g030210.1"	23877	17172	39935	81599	45395	25898	12769	18323	30822	7033	19177	8336	5493	64988
"Sro51_chlor_g030220.1"	13985	9372	25124	51718	28433	16156	7656	10799	24694	4146	14457	6584	4636	37616
"Sro51_chlor_g030230.1"	6153	4132	10013	20490	11169	6091	2940	4208	7534	1483	4129	1792	1232	18010
"Sro51_chlor_g030240.1"	3821	2221	5489	10346	5418	2322	757	1727	3045	541	1592	632	361	5162
"Sro51_chlor_g030250.1"	8540	5857	15237	27528	15287	9121	4488	6472	10991	2424	6445	2859	2100	24126
"Sro51_chlor_g030260.1"	2688	2840	6268	11895	7861	3790	1354	3003	2903	1234	2636	1341	780	13162
"Sro51_chlor_g030270.1"	156	86	223	334	254	137	99	107	161	57	79	37	27	374
"Sro51_chlor_g030280.1"	2897	2913	6904	15442	7527	5908	2698	3869	5621	1302	3110	1394	1224	19503
"Sro51_chlor_g030290.1"	963	877	2165	5014	2317	1410	583	790	1555	413	768	350	270	6016
"Sro51_chlor_g030300.1"	7	2	6	10	6	3	3	0	5	0	1	1	2	10
"Sro51_chlor_g030310.1"	202	111	257	467	1299	171	60	128	196	116	118	369	41	419
"Sro51_chlor_g030320.1"	219	160	366	697	315	249	150	125	374	46	108	133	51	841
"Sro51_chlor_g030330.1"	416	257	634	1306	614	339	270	218	537	103	232	238	111	1517
"Sro51_chlor_g030340.1"	168	111	262	515	223	202	100	101	248	48	121	88	70	585
"Sro51_chlor_g030350.1"	1889	1523	3964	8627	3713	2985	1309	1990	2988	637	1897	812	686	10747
"Sro51_chlor_g030360.1"	9206	5879	15553	29009	16991	10644	5520	7081	13657	2342	7932	2877	2130	21444
"Sro51_chlor_g030370.1"	1918	1324	4444	6257	4600	2357	1160	1690	2713	499	1481	772	398	5100
"Sro51_chlor_g030380.1"	98	89	307	503	217	110	60	94	147	48	80	40	4	465
"Sro51_chlor_g030390.1"	5125	4226	9574	22899	8117	6975	3277	4817	8635	1590	4335	1751	1531	19814
"Sro51_chlor_g030400.1"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"Sro51_chlor_g030410.1"	124	77	256	385	196	136	71	85	159	58	85	70	45	393
"Sro51_chlor_g030420.1"	68592	50698	120215	263216	134022	91682	46139	63207	110594	20466	66695	26380	19584	204494
"Sro51_chlor_g030430.1"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"Sro51_chlor_g030440.1"	5361	4103	10067	23413	11885	7400	3515	5189	9081	1583	5272	1770	1172	21103
"Sro51_chlor_g030450.1"	2907	2156	4741	9920	6804	3584	1662	2468	3642	897	2089	842	664	10588
"Sro51_chlor_g030460.1"	0	0	0	1	0	0	0	0	0	0	0	0	0	1
"Sro51_chlor_g030470.1"	28	23	42	79	86	19	11	16	22	8	7	4	1	59
"Sro51_chlor_g030480.1"	72	67	143	209	171	62	40	40	86	20	40	33	15	228
"Sro51_chlor_g030490.1"	6	8	13	31	12	10	3	1	9	1	6	2	3	27
"Sro51_chlor_g030500.1"	222	211	458	647	525	270	118	184	287	63	141	68	43	635
"Sro51_chlor_g030510.1"	13	5	18	18	14	1	11	10	2	8	2	4	0	20
"Sro51_chlor_g030520.1"	52184	37408	94300	201337	114004	76948	36174	56251	87694	13297	46736	17260	14343	158056
"Sro51_chlor_g030530.1"	112030	78778	205363	428064	225216	158437	76845	109664	200484	29961	114610	41124	32019	291407
"Sro51_chlor_g030540.1"	23	30	41	88	116	13	17	10	22	2	17	49	9	70
"Sro51_chlor_g030550.1"	0	1	1	2	3	0	0	0	0	1	1	0	0	3
"Sro51_chlor_g030560.1"	346	308	644	1114	661	434	176	299	389	86	232	96	64	1382
"Sro51_chlor_g030570.1"	434	295	798	1247	597	539	253	406	658	157	296	172	131	1343
"Sro51_chlor_g030580.1"	14	8	19	44	17	13	8	10	15	4	9	8	2	43
"Sro51_chlor_g030590.1"	4	8	19	31	10	6	1	4	5	2	5	1	2	20
"Sro51_chlor_g030600.1"	408	292	752	1446	1263	608	307	499	592	82	336	140	153	1756
"Sro51_chlor_g030610.1"	3643	2774	6963	11999	10603	5132	2352	3852	5220	1343	3017	1215	1056	13368
"Sro51_chlor_g030620.1"	3831	2689	7092	12164	5882	3892	1652	2573	4446	1059	2860	1113	809	9716
"Sro51_chlor_g030630.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro51_chlor_g030640.1"	1033	932	2344	3744	2143	1719	678	932	1313	305	905	342	261	4634
"Sro51_chlor_g030650.1"	925	560	1645	2500	1578	865	540	576	1095	198	610	304	190	1467
"Sro51_chlor_g030660.1"	603	439	950	1788	1059	599	245	441	646	221	373	160	103	1032
"Sro51_chlor_g030670.1"	122	115	304	364	356	140	67	66	139	26	109	43	12	221
"Sro51_chlor_g030680.1"	7	10	22	39	20	7	8	4	10	0	1	1	2	15
"Sro51_chlor_g030690.1"	3372	3010	7495	14549	6971	4477	2150	3158	4891	1070	2630	1205	1130	16248
"Sro51_chlor_g030700.1"	0	1	2	2	0	1	0	3	0	0	0	0	0	0
"Sro51_chlor_g030710.1"	114721	81424	194713	407374	231663	147175	71650	115483	184815	32820	110858	46340	35488	336611
"Sro51_chlor_g030720.1"	103361	72819	186616	374216	216212	134423	63972	104432	165620	27679	95862	40199	28989	310358
"Sro51_chlor_g030730.1"	3892	2192	6214	7612	6099	3265	1709	1983	3164	986	2931	1181	781	3829
"Sro51_chlor_g030740.1"	47	26	78	127	57	58	31	18	45	26	72	6	10	160
"Sro51_chlor_g030750.1"	166	158	469	565	328	150	111	109	248	73	102	92	33	604
"Sro51_chlor_g030760.1"	85	51	151	218	134	101	69	56	99	35	40	22	13	239
"Sro51_chlor_g030770.1"	124	107	330	443	245	145	83	143	204	49	64	89	26	470
"Sro51_chlor_g030790.1"	845	553	1701	3461	902	935	407	638	1553	277	595	396	272	4437
"Sro520_g159070.1"	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"Sro520_g159080.1"	17	16	6	36	5	8	5	1	0	2	0	3	0	16
"Sro520_g159090.1"	28	0	26	21	23	7	6	5	10	0	0	5	0	11
"Sro520_g159100.1"	30	17	64	52	62	23	9	33	17	0	9	5	0	31
"Sro520_g159110.1"	11	5	10	11	16	1	1	12	5	0	1	2	7	1
"Sro520_g159120.1"	36	30	70	63	21	13	7	13	12	21	19	11	4	18
"Sro520_g159130.1"	5	3	5	9	4	1	0	0	3	0	0	2	0	3
"Sro520_g159140.1"	113	129	242	385	402	340	83	153	318	93	197	91	89	524
"Sro520_g159150.1"	123	121	126	550	371	257	99	153	375	61	204	106	132	560
"Sro520_g159160.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro520_g159160.2"	1746	1208	2640	4016	3272	2272	1183	1871	3801	851	2357	1512	1212	3068
"Sro520_g159170.1"	4394	2680	5702	10440	6649	5142	3131	4107	9361	1818	5145	3065	2609	7879
"Sro520_g159180.1"	2067	1214	3293	5714	3572	2289	1630	2014	4679	727	2247	1544	1198	3408
"Sro520_g159190.1"	222	82	294	628	327	253	202	211	480	32	215	148	121	388
"Sro520_g159200.1"	3940	2927	6159	9686	7094	4740	3048	3581	7517	1685	4254	3236	2132	7225
"Sro520_g159210.1"	22971	14643	32078	49678	36257	26252	17089	19614	43746	7273	22377	15407	11696	33789
"Sro521_g159220.1"	0	2	9	7	5	8	7	0	0	0	0	3	2	1
"Sro521_g159230.1"	0	0	0	1	0	0	0	0	0	0	2	0	5	0
"Sro521_g159240.1"	25	6	10	43	21	11	4	12	28	0	0	1	0	24
"Sro521_g159250.1"	0	12	40	15	9	4	7	3	18	1	0	8	0	7
"Sro521_g159260.1"	26	30	78	231	83	54	41	45	113	22	36	15	9	208
"Sro521_g159270.1"	3	0	0	2	0	0	0	1	0	0	3	0	0	0
"Sro521_g159280.1"	16	22	16	38	17	2	5	10	16	0	0	6	9	16
"Sro521_g159290.1"	3	4	24	18	22	4	4	4	6	0	0	0	0	4
"Sro521_g159300.1"	8	14	62	32	18	5	13	10	12	4	9	5	5	7
"Sro521_g159310.1"	0	0	0	3	7	0	0	0	7	0	0	0	0	0
"Sro521_g159320.1"	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"Sro521_g159330.1"	0	4	0	0	0	0	0	0	0	9	4	0	0	2
"Sro521_g159330.2"	8	0	23	6	8	18	1	8	6	0	0	10	0	0
"Sro521_g159340.1"	16	0	17	19	26	1	6	2	10	1	0	0	0	3
"Sro521_g159350.1"	11	6	15	14	1	3	0	0	15	0	0	0	5	12
"Sro521_g159360.1"	2	4	0	1	10	1	2	1	5	3	1	1	0	14
"Sro521_g159370.1"	20	19	21	39	27	14	3	12	31	14	12	15	2	41
"Sro521_g159380.1"	1	0	12	22	8	14	1	4	9	0	0	3	0	12
"Sro521_g159390.1"	6	2	7	29	12	8	5	13	12	0	6	0	0	19
"Sro521_g159400.1"	0	0	0	2	0	0	0	0	0	0	0	0	0	1
"Sro521_g159410.1"	40	32	85	61	8	2	6	17	9	0	0	3	7	18
"Sro521_g159420.1"	0	0	0	2	0	0	0	0	1	0	0	0	0	0
"Sro521_g159430.1"	22	15	24	8	14	9	16	4	3	0	5	2	9	7
"Sro521_g159440.1"	5	1	11	6	2	0	3	5	3	0	0	8	9	9
"Sro521_g159450.1"	2	9	42	20	9	3	1	2	21	5	14	2	3	7
"Sro521_g159460.1"	6	10	28	10	0	0	0	2	10	0	0	0	2	0
"Sro521_g159470.1"	0	0	0	8	0	0	0	1	3	0	5	0	0	2
"Sro521_g159480.1"	34	45	34	138	18	26	32	12	32	4	5	2	24	91
"Sro521_g159490.1"	33	21	34	37	6	9	6	9	14	0	3	1	3	4
"Sro521_g159500.1"	11	11	79	46	35	27	22	8	17	5	9	8	5	4
"Sro522_g159510.1"	0	2	0	2	0	0	0	0	2	0	0	3	0	2
"Sro522_g159520.1"	3	5	12	23	31	14	3	17	4	0	2	8	4	23
"Sro522_g159530.1"	601	389	1148	1206	1056	622	440	480	835	121	456	247	235	801
"Sro522_g159540.1"	0	0	0	1	7	4	0	6	2	0	0	2	0	0
"Sro522_g159550.1"	33	23	33	97	35	6	13	0	31	28	31	13	11	15
"Sro522_g159560.1"	30	37	41	108	68	41	12	9	59	12	67	5	2	52
"Sro522_g159570.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro522_g159580.1"	0	0	0	10	4	3	0	3	4	0	7	9	0	6
"Sro522_g159590.1"	7	12	36	41	28	33	5	5	15	8	14	8	7	5
"Sro522_g159600.1"	148	97	293	253	314	179	119	165	197	64	71	72	57	197
"Sro522_g159610.1"	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"Sro522_g159610.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro522_g159620.1"	5	0	0	8	0	0	0	6	0	1	6	0	0	2
"Sro522_g159630.1"	0	6	0	15	7	2	1	7	2	0	0	0	0	0
"Sro522_g159640.1"	0	0	0	7	1	2	0	0	3	0	7	0	0	0
"Sro522_g159650.1"	25	12	16	8	14	0	2	11	21	0	4	7	8	18
"Sro522_g159651.1"	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro522_g159651.2"	0	0	0	0	0	0	0	0	5	0	0	0	0	0
"Sro522_g159660.1"	0	0	0	5	0	13	0	3	0	0	0	0	0	2
"Sro522_g159670.1"	0	2	0	5	0	3	0	0	0	0	0	0	0	0
